orderid,phone,store_name,sku_key,my_size,message_path
607727571,,UNIVERSAL,BELI51,L,outbox/whatsapp/2025-08-13/607727571_BELI51_size_check.txt
608229488,,UNIVERSAL,BELI51,L,outbox/whatsapp/2025-08-13/608229488_BELI51_size_check.txt
607821525,,UNIVERSAL,BELI51,L,outbox/whatsapp/2025-08-13/607821525_BELI51_size_check.txt
607822231,,UNIVERSAL,BELI51,L,outbox/whatsapp/2025-08-13/607822231_BELI51_size_check.txt
608279224,,UNIVERSAL,BELI51,L,outbox/whatsapp/2025-08-13/608279224_BELI51_size_check.txt
607736265,,UNIVERSAL,BELI51,4XL,outbox/whatsapp/2025-08-13/607736265_BELI51_size_check.txt
607760265,,UNIVERSAL,BELI51,4XL,outbox/whatsapp/2025-08-13/607760265_BELI51_size_check.txt
607576566,,UNIVERSAL,BELI51,3XL,outbox/whatsapp/2025-08-13/607576566_BELI51_size_check.txt
607970293,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,M,outbox/whatsapp/2025-08-13/607970293_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607970293,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,M,outbox/whatsapp/2025-08-13/607970293_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
607970293,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,3XL,outbox/whatsapp/2025-08-13/607970293_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
607820837,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,XL,outbox/whatsapp/2025-08-13/607820837_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
607614758,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,XL,outbox/whatsapp/2025-08-13/607614758_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
607569535,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,M,outbox/whatsapp/2025-08-13/607569535_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
608216599,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,XL,outbox/whatsapp/2025-08-13/608216599_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607696577,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,3XL,outbox/whatsapp/2025-08-13/607696577_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607891649,,ONLYFIT,CL_NEW_CLO_KIDS_KID_31_BLACK,M,outbox/whatsapp/2025-08-13/607891649_CL_NEW_CLO_KIDS_KID_31_BLACK_size_check.txt
607608154,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,XL,outbox/whatsapp/2025-08-13/607608154_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608287814,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,XL,outbox/whatsapp/2025-08-13/608287814_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608224274,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,XL,outbox/whatsapp/2025-08-13/608224274_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
607570383,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,L,outbox/whatsapp/2025-08-13/607570383_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608024136,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,L,outbox/whatsapp/2025-08-13/608024136_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608113849,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608113849_CL_OC_MEN_PRINT51_BLACK_size_check.txt
607638514,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,L,outbox/whatsapp/2025-08-13/607638514_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608312177,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,L,outbox/whatsapp/2025-08-13/608312177_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608290307,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,L,outbox/whatsapp/2025-08-13/608290307_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608021928,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,3XL,outbox/whatsapp/2025-08-13/608021928_CL_OC_MEN_PRINT51_BLACK_size_check.txt
607873555,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/607873555_CL_OC_MEN_PRINT51_BLACK_size_check.txt
607847445,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/607847445_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608192323,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,XL,outbox/whatsapp/2025-08-13/608192323_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
607638898,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,XL,outbox/whatsapp/2025-08-13/607638898_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
608168918,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,L,outbox/whatsapp/2025-08-13/608168918_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
607722976,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,2XL,outbox/whatsapp/2025-08-13/607722976_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
608099212,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,XL,outbox/whatsapp/2025-08-13/608099212_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
608117975,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,XL,outbox/whatsapp/2025-08-13/608117975_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
608000084,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,L,outbox/whatsapp/2025-08-13/608000084_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
607481016,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,2XL,outbox/whatsapp/2025-08-13/607481016_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
607418765,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/607418765_CL_OC_MEN_PRINT51_BLACK_size_check.txt
607404952,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,4XL,outbox/whatsapp/2025-08-13/607404952_CL_OC_MEN_PRINT51_BLACK_size_check.txt
607342163,,UNIVERSAL,BELI51,XL,outbox/whatsapp/2025-08-13/607342163_BELI51_size_check.txt
606970049,,UNIVERSAL,BELI51,3XL,outbox/whatsapp/2025-08-13/606970049_BELI51_size_check.txt
607556116,,UNIVERSAL,BELI51,3XL,outbox/whatsapp/2025-08-13/607556116_BELI51_size_check.txt
607006041,,UNIVERSAL,BELI51,3XL,outbox/whatsapp/2025-08-13/607006041_BELI51_size_check.txt
607340740,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,XL,outbox/whatsapp/2025-08-13/607340740_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
606763172,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,XL,outbox/whatsapp/2025-08-13/606763172_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
606754142,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,M,outbox/whatsapp/2025-08-13/606754142_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
606735997,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,M,outbox/whatsapp/2025-08-13/606735997_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607433097,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,L,outbox/whatsapp/2025-08-13/607433097_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607051258,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,L,outbox/whatsapp/2025-08-13/607051258_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
606854674,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,L,outbox/whatsapp/2025-08-13/606854674_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607105676,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,3XL,outbox/whatsapp/2025-08-13/607105676_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607422375,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,2XL,outbox/whatsapp/2025-08-13/607422375_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607330158,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,2XL,outbox/whatsapp/2025-08-13/607330158_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
607023210,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,2XL,outbox/whatsapp/2025-08-13/607023210_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
606830089,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,XL,outbox/whatsapp/2025-08-13/606830089_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
606934424,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,M,outbox/whatsapp/2025-08-13/606934424_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
607388962,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,M,outbox/whatsapp/2025-08-13/607388962_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
606909029,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,M,outbox/whatsapp/2025-08-13/606909029_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
606924898,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,M,outbox/whatsapp/2025-08-13/606924898_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
606825516,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,L,outbox/whatsapp/2025-08-13/606825516_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
606924898,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,XL,outbox/whatsapp/2025-08-13/606924898_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
607392415,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,M,outbox/whatsapp/2025-08-13/607392415_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
606850568,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,M,outbox/whatsapp/2025-08-13/606850568_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
606909029,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,M,outbox/whatsapp/2025-08-13/606909029_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
606825516,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,L,outbox/whatsapp/2025-08-13/606825516_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
607082613,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,L,outbox/whatsapp/2025-08-13/607082613_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
607152551,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,3XL,outbox/whatsapp/2025-08-13/607152551_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
608582076,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,XL,outbox/whatsapp/2025-08-13/608582076_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
608656992,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,L,outbox/whatsapp/2025-08-13/608656992_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
608718770,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,3XL,outbox/whatsapp/2025-08-13/608718770_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
609012705,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609012705_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608663450,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,L,outbox/whatsapp/2025-08-13/608663450_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608853064,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,3XL,outbox/whatsapp/2025-08-13/608853064_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608462188,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,3XL,outbox/whatsapp/2025-08-13/608462188_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609081835,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,XL,outbox/whatsapp/2025-08-13/609081835_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608831666,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,XL,outbox/whatsapp/2025-08-13/608831666_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608735279,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,L,outbox/whatsapp/2025-08-13/608735279_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608699971,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,L,outbox/whatsapp/2025-08-13/608699971_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608564528,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,L,outbox/whatsapp/2025-08-13/608564528_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
608600347,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,M,outbox/whatsapp/2025-08-13/608600347_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
609027767,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,3XL,outbox/whatsapp/2025-08-13/609027767_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
608927664,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,XL,outbox/whatsapp/2025-08-13/608927664_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
608851550,,ONLYFIT,CL_NEW_CLO_KIDS_KID_31_BLACK,28,outbox/whatsapp/2025-08-13/608851550_CL_NEW_CLO_KIDS_KID_31_BLACK_size_check.txt
608851550,,ONLYFIT,CL_NEW_CLO_KIDS_KID_31_BLACK,28,outbox/whatsapp/2025-08-13/608851550_CL_NEW_CLO_KIDS_KID_31_BLACK_size_check.txt
608851550,,ONLYFIT,CL_NEW_CLO_KIDS_KID_31_BLACK,26,outbox/whatsapp/2025-08-13/608851550_CL_NEW_CLO_KIDS_KID_31_BLACK_size_check.txt
608893423,,ONLYFIT,CL_NEW_CLO_KIDS_KID_31_BLACK,28,outbox/whatsapp/2025-08-13/608893423_CL_NEW_CLO_KIDS_KID_31_BLACK_size_check.txt
608538031,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,L,outbox/whatsapp/2025-08-13/608538031_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
608462151,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,L,outbox/whatsapp/2025-08-13/608462151_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
609055508,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609055508_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608575825,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608575825_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608506994,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,L,outbox/whatsapp/2025-08-13/608506994_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608396504,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,L,outbox/whatsapp/2025-08-13/608396504_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608433932,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,3XL,outbox/whatsapp/2025-08-13/608433932_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608723404,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,L,outbox/whatsapp/2025-08-13/608723404_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
608600083,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,L,outbox/whatsapp/2025-08-13/608600083_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
608438731,,ONLYFIT,CL_NEW_CLO_MEN_LEG_WHITE,XL,outbox/whatsapp/2025-08-13/608438731_CL_NEW_CLO_MEN_LEG_WHITE_size_check.txt
0,,nan,0,nan,outbox/whatsapp/2025-08-13/0_0_size_check.txt
609001173,,UNIVERSAL,ESDY_ЧЕРНЫЙ,XL,outbox/whatsapp/2025-08-13/609001173_ESDY_ЧЕРНЫЙ_size_check.txt
608496612,,UNIVERSAL,BELI51,3XL,outbox/whatsapp/2025-08-13/608496612_BELI51_size_check.txt
608626714,,UNIVERSAL,BELI51,2XL,outbox/whatsapp/2025-08-13/608626714_BELI51_size_check.txt
609085929,,UNIVERSAL,BELI51,L,outbox/whatsapp/2025-08-13/609085929_BELI51_size_check.txt
608386900,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,M,outbox/whatsapp/2025-08-13/608386900_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608708377,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,L,outbox/whatsapp/2025-08-13/608708377_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608747402,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608747402_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608761442,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608761442_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608876266,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608876266_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608859914,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608859914_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608517791,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608517791_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608624954,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608624954_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608947124,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/608947124_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608995614,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/608995614_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608530861,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/608530861_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608401465,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/608401465_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608951637,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/608951637_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608760884,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/608760884_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608562528,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/608562528_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608526876,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,2XL,outbox/whatsapp/2025-08-13/608526876_CL_OC_MEN_PRINT51_BLACK_size_check.txt
608340548,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,3XL,outbox/whatsapp/2025-08-13/608340548_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609035100,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,3XL,outbox/whatsapp/2025-08-13/609035100_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609025262,,UNIVERSAL,CL_OC_MEN_PRINT51_BLACK,4XL,outbox/whatsapp/2025-08-13/609025262_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609360009,,ONLYFIT,CL_NEW_CLO_MEN_TAICI_BLACK,XL,outbox/whatsapp/2025-08-13/609360009_CL_NEW_CLO_MEN_TAICI_BLACK_size_check.txt
609395239,,ONLYFIT,CL_NEW_CLO_MEN_RUSH_PRO_BLACK,2XL,outbox/whatsapp/2025-08-13/609395239_CL_NEW_CLO_MEN_RUSH_PRO_BLACK_size_check.txt
609701381,,ONLYFIT,CL_NEW_CLO_KIDS_KID_31_BLACK,26,outbox/whatsapp/2025-08-13/609701381_CL_NEW_CLO_KIDS_KID_31_BLACK_size_check.txt
609380750,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,XL,outbox/whatsapp/2025-08-13/609380750_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
609227569,,ONLYFIT,CL_NEW_CLO_MEN_T_SHIRT_BLACK,XL,outbox/whatsapp/2025-08-13/609227569_CL_NEW_CLO_MEN_T_SHIRT_BLACK_size_check.txt
609312020,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,XL,outbox/whatsapp/2025-08-13/609312020_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
609256420,,ONLYFIT,CL_NEW_CLO_MEN_LEG_BLACK,3XL,outbox/whatsapp/2025-08-13/609256420_CL_NEW_CLO_MEN_LEG_BLACK_size_check.txt
609420603,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,M,outbox/whatsapp/2025-08-13/609420603_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609403899,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,L,outbox/whatsapp/2025-08-13/609403899_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609216144,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609216144_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609546876,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609546876_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609690239,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609690239_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609459061,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609459061_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609270127,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609270127_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609161748,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609161748_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609470839,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,XL,outbox/whatsapp/2025-08-13/609470839_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609295635,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,3XL,outbox/whatsapp/2025-08-13/609295635_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609199005,,ONLYFIT,CL_OC_MEN_PRINT51_BLACK,3XL,outbox/whatsapp/2025-08-13/609199005_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609382435,,11KZ,CL_OC_MEN_PRINT51_BLACK,S,outbox/whatsapp/2025-08-13/609382435_CL_OC_MEN_PRINT51_BLACK_size_check.txt
609132772,,UNIVERSAL,ESDY_ЧЕРНЫЙ,L,outbox/whatsapp/2025-08-13/609132772_ESDY_ЧЕРНЫЙ_size_check.txt
609736398,,UNIVERSAL,BELI51,XL,outbox/whatsapp/2025-08-13/609736398_BELI51_size_check.txt
609278966,,UNIVERSAL,BELI51,XL,outbox/whatsapp/2025-08-13/609278966_BELI51_size_check.txt
