SKU_ID;sku_name_raw;Kaspi_name_edit;my_size;Size_kaspi;Stock_entered;Kaspi_art_1;SKU_ID_KSP;Kaspi_name_source;SKU_key;Kaspi_art_2;Kaspi_art_3;Product_Type;Brend;Model;Color;Our_Size;Gender;Season;BaseCost_CNY;Weight_kg;pol;
CL_NEW-CLO_MEN_RUSH-PRO_BLACK_XL;CL_NEW-CLO_MEN_RUSH-PRO_BLACK_XL;Рашгард ДЛИННЫЙ РУКАВ черный;XL;XL 50-52;11;135277314;CL_NEW-CLO_MEN_RUSH-PRO_BLACK_XL 50-52_(XL);Рашгард ДЛИННЫЙ РУКАВ черный мужской XL 50-52 135277314 (XL);CL_NEW-CLO_MEN_RUSH-PRO_BLACK;;;CL;New-Clo;RUSH-Pro;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_RUSH-PRO_BLACK_2XL;CL_NEW-CLO_MEN_RUSH-PRO_BLACK_2XL;Рашгард ДЛИННЫЙ РУКАВ черный;2XL;2XL 52-54;17;135277314;CL_NEW-CLO_MEN_RUSH-PRO_BLACK_2XL 52-54_(2XL);Рашгард ДЛИННЫЙ РУКАВ черный мужской 2XL 52-54 135277314 (2XL);CL_NEW-CLO_MEN_RUSH-PRO_BLACK;;;CL;New-Clo;RUSH-Pro;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_RUSH-PRO_BLACK_3XL;CL_NEW-CLO_MEN_RUSH-PRO_BLACK_3XL;Рашгард ДЛИННЫЙ РУКАВ черный;3XL;3XL 54-56;15;135277314;CL_NEW-CLO_MEN_RUSH-PRO_BLACK_3XL 54-56_(3XL);Рашгард ДЛИННЫЙ РУКАВ черный мужской 3XL 54-56 135277314 (3XL);CL_NEW-CLO_MEN_RUSH-PRO_BLACK;;;CL;New-Clo;RUSH-Pro;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_KIDS_KID-31_BLACK_22;CL_NEW-CLO_KIDS_KID-31_BLACK_22;Спортивный 3в1 черный;22;;2;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_(22);Спортивный 3в1 черный детский 136306498 (22);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_24;CL_NEW-CLO_KIDS_KID-31_BLACK_24;Спортивный 3в1 черный;24;122-128;5;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_122-128_(24);Спортивный 3в1 черный детский 122-128 136306498 (24);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_24;CL_NEW-CLO_KIDS_KID-31_BLACK_24;Спортивный 3в1 черный;24;128;4;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_128_(24);Спортивный 3в1 черный детский 128 136306498 (24);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_26;CL_NEW-CLO_KIDS_KID-31_BLACK_26;Спортивный 3в1 черный;26;128-134;6;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_128-134_(26);Спортивный 3в1 черный детский 128-134 136306498 (26);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_26;CL_NEW-CLO_KIDS_KID-31_BLACK_26;Спортивный 3в1 черный;26;134;5;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_134_(26);Спортивный 3в1 черный детский 134 136306498 (26);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_26;CL_NEW-CLO_KIDS_KID-31_BLACK_26;Спортивный 3в1 черный;26;140;5;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_140_(26);Спортивный 3в1 черный детский 140 136306498 (26);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_28;CL_NEW-CLO_KIDS_KID-31_BLACK_28;Спортивный 3в1 черный;28;140-146;2;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_140-146_(28);Спортивный 3в1 черный детский 140-146 136306498 (28);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_28;CL_NEW-CLO_KIDS_KID-31_BLACK_28;Спортивный 3в1 черный;28;146/146-152;2;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_146/146-152_(28);Спортивный 3в1 черный детский 146/146-152 136306498 (28);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_28;CL_NEW-CLO_KIDS_KID-31_BLACK_28;Спортивный 3в1 черный;28;146-152;2;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_146-152_(28);Спортивный 3в1 черный детский 146-152 136306498 (28);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_28;CL_NEW-CLO_KIDS_KID-31_BLACK_28;Спортивный 3в1 черный;28;146;2;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_146_(28);Спортивный 3в1 черный детский 146 136306498 (28);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_30;CL_NEW-CLO_KIDS_KID-31_BLACK_30;Спортивный 3в1 черный;30;152-158;4;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_152-158_(30);Спортивный 3в1 черный детский 152-158 136306498 (30);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_30;CL_NEW-CLO_KIDS_KID-31_BLACK_30;Спортивный 3в1 черный;30;158-164;4;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_158-164_(30);Спортивный 3в1 черный детский 158-164 136306498 (30);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_KIDS_KID-31_BLACK_30;CL_NEW-CLO_KIDS_KID-31_BLACK_30;Спортивный 3в1 черный;30;164;4;136306498;CL_NEW-CLO_KIDS_KID-31_BLACK_164_(30);Спортивный 3в1 черный детский 164 136306498 (30);CL_NEW-CLO_KIDS_KID-31_BLACK;;;CL;New-Clo;Kid-31;Black;;Kids;All;;#REF!;детский;
CL_NEW-CLO_MEN_LEG_BLACK_S;CL_NEW-CLO_MEN_LEG_BLACK_S;Леггинсы черные;S;;2;134019003;CL_NEW-CLO_MEN_LEG_BLACK_(S);Леггинсы черные мужской 134019003 (S);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_M;CL_NEW-CLO_MEN_LEG_BLACK_M;Леггинсы черные;M;44;5;134019003;CL_NEW-CLO_MEN_LEG_BLACK_44_(M);Леггинсы черные мужской 44 134019003 (M);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_M;CL_NEW-CLO_MEN_LEG_BLACK_M;Леггинсы черные;M;44-46;5;134019003;CL_NEW-CLO_MEN_LEG_BLACK_44-46_(M);Леггинсы черные мужской 44-46 134019003 (M);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_L;CL_NEW-CLO_MEN_LEG_BLACK_L;Леггинсы черные;L;46-48;8;134019003;CL_NEW-CLO_MEN_LEG_BLACK_46-48_(L);Леггинсы черные мужской 46-48 134019003 (L);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_L;CL_NEW-CLO_MEN_LEG_BLACK_L;Леггинсы черные;L;46;8;134019003;CL_NEW-CLO_MEN_LEG_BLACK_46_(L);Леггинсы черные мужской 46 134019003 (L);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_XL;CL_NEW-CLO_MEN_LEG_BLACK_XL;Леггинсы черные;XL;48-50;6;134019003;CL_NEW-CLO_MEN_LEG_BLACK_48-50_(XL);Леггинсы черные мужской 48-50 134019003 (XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_XL;CL_NEW-CLO_MEN_LEG_BLACK_XL;Леггинсы черные;XL;48;6;134019003;CL_NEW-CLO_MEN_LEG_BLACK_48_(XL);Леггинсы черные мужской 48 134019003 (XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_XL;CL_NEW-CLO_MEN_LEG_BLACK_XL;Леггинсы черные;XL;50-52;6;134019003;CL_NEW-CLO_MEN_LEG_BLACK_50-52_(XL);Леггинсы черные мужской 50-52 134019003 (XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_XL;CL_NEW-CLO_MEN_LEG_BLACK_XL;Леггинсы черные;XL;50;6;134019003;CL_NEW-CLO_MEN_LEG_BLACK_50_(XL);Леггинсы черные мужской 50 134019003 (XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_2XL;CL_NEW-CLO_MEN_LEG_BLACK_2XL;Леггинсы черные;2XL;52-54;11;134019003;CL_NEW-CLO_MEN_LEG_BLACK_52-54_(2XL);Леггинсы черные мужской 52-54 134019003 (2XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_2XL;CL_NEW-CLO_MEN_LEG_BLACK_2XL;Леггинсы черные;2XL;52;11;134019003;CL_NEW-CLO_MEN_LEG_BLACK_52_(2XL);Леггинсы черные мужской 52 134019003 (2XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_3XL;CL_NEW-CLO_MEN_LEG_BLACK_3XL;Леггинсы черные;3XL;54-56;9;134019003;CL_NEW-CLO_MEN_LEG_BLACK_54-56_(3XL);Леггинсы черные мужской 54-56 134019003 (3XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_3XL;CL_NEW-CLO_MEN_LEG_BLACK_3XL;Леггинсы черные;3XL;54;9;134019003;CL_NEW-CLO_MEN_LEG_BLACK_54_(3XL);Леггинсы черные мужской 54 134019003 (3XL);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_S;CL_NEW-CLO_MEN_LEG_BLACK_S;Леггинсы черные;S;;4;116968695;CL_NEW-CLO_MEN_LEG_BLACK_(S);Леггинсы черные мужской 116968695 (S);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
CL_NEW-CLO_MEN_LEG_BLACK_M;CL_NEW-CLO_MEN_LEG_BLACK_M;Леггинсы черные;M;S 44-46;18;116968695;CL_NEW-CLO_MEN_LEG_BLACK_S 44-46_(M);Леггинсы черные мужской S 44-46 116968695 (M);CL_NEW-CLO_MEN_LEG_BLACK;116968695;;CL;New-Clo;LEG;Black;;Men;All;;#REF!;мужской;
